TotalCount,Hosp_ID,Hosp_Name,Special_Type,Special_Name,Regist_Fee,EM_Regist_Fee,Fee_Remark,Address,Tel_Area,Tel_Num,Stars,Comments
861,350102D733,富盈診所,4,診所,200,\N,\N,臺北市大安區基隆路2段172之1號2樓、2樓之1、之2、之3,2,66363996,4.8,119
862,3701028385,拇山兒童牙科暨齒顎矯正牙醫診所,4,診所,200,\N,\N,臺北市大安區基隆路2段172之4號,2,23787758,5,63
863,3501022745,張渝醫師診所,4,診所,100,\N,10/11星期一PM5:00~8:00看診,臺北市大安區基隆路2段270號1樓,2,27321318,4.4,15
864,3701023915,得康牙醫診所,4,診所,100,\N,4/4-4/7休診,臺北市大安區通化街137號1樓,2,23784668,4.1,17
865,3701023746,博恩牙醫診所,4,診所,100,\N,\N,臺北市大安區通化街146號1樓,2,27334877,4.8,53
866,3801023908,陳光華中醫診所,4,診所,150,\N,\N,臺北市大安區通化街166－1號,2,27326560,5,23
867,3801022410,保源中醫診所,4,診所,150,\N,\N,臺北市大安區通化街19巷7號,2,27089433,4.1,21
868,3501024918,呂小兒科診所,4,診所,150,\N,\N,臺北市大安區通化街24巷6號1樓,2,27000708,4.9,53
869,3801024012,和圓中醫診所,4,診所,100,\N,\N,臺北市大安區通化街38巷22號,2,27066558,4.6,34
870,3701022963,美齡牙醫診所,4,診所,100,150,\N,臺北市大安區通化街39巷50弄58號,2,27365701,4.3,62
871,3801020158,國仁中醫診所,4,診所,100,\N,\N,臺北市大安區通化街57巷29號,2,27035703,4.6,10
872,3501025086,陳俊松診所,4,診所,150,\N,\N,臺北市大安區通化街88號1樓,2,27373227,2.8,28
873,3701026612,八號牙醫診所,4,診所,100,\N,\N,臺北市大安區通安街19巷1號,2,27081227,4,21
874,3701020683,宗翰牙醫診所,4,診所,50,\N,1/21半天、1/28半天,臺北市大安區富陽街104號,2,27332059,4.8,25
875,350102F175,大安双眼明眼科診所,4,診所,150,\N,\N,臺北市大安區復興南路1段103號2樓之1,2,27781988,3.3,48
876,3701028376,得愉牙醫診所,4,診所,100,\N,不含健保自付額,臺北市大安區復興南路1段107巷5弄27號2樓,2,27760678,5,16
877,3701026194,得人牙醫診所,4,診所,100,\N,不包含健保部分負擔,臺北市大安區復興南路1段107巷5弄6號2樓,2,27217217,4.3,51
878,3801024067,芊月堂中醫診所,4,診所,\N,\N,\N,臺北市大安區復興南路1段115號2樓,2,27528552,4.6,16
879,3801024370,京都堂中醫診所,4,診所,100,\N,\N,臺北市大安區復興南路1段130號、130號2樓,2,27728186,4.9,196
880,3701020996,廣大牙醫診所,4,診所,100,100,\N,臺北市大安區復興南路1段133號2樓,2,27314872,4.2,16
881,3701023004,鴻林牙醫診所,4,診所,50,\N,\N,臺北市大安區復興南路1段135巷11號,2,27733790,4.6,10
882,3701020843,元華牙醫診所,4,診所,150,\N,\N,臺北市大安區復興南路1段135巷17號2樓之1,2,27813010,3.7,7
883,3501028809,諾美整形外科診所,4,診所,\N,\N,\N,臺北市大安區復興南路1段135巷27號2樓之2,2,27117999,4.5,145
884,3701028009,安曼牙醫診所,4,診所,\N,\N,\N,臺北市大安區復興南路1段135巷27號8樓之3,2,27752995,4.8,155
885,3501025915,杏語心靈診所,4,診所,200,\N,\N,臺北市大安區復興南路1段200號11樓,2,27751526,3.7,30
886,3701027137,菁英牙醫診所,4,診所,100,\N,另收部分負擔50,臺北市大安區復興南路1段213號4樓,2,27315042,3.4,22
887,3701028170,富國牙醫診所,4,診所,150,200,\N,臺北市大安區復興南路1段227號2樓,2,27712818,4.9,276
888,3501022914,佳音診所,4,診所,150,150,\N,臺北市大安區復興南路1段261之3號1樓,2,27054430,3.4,16
889,3.50102E+075,欣昇復健科診所,4,診所,200,\N,\N,臺北市大安區復興南路1段283號,2,27008805,4.4,92
890,4001020037,台灣地區婦幼衛生中心醫療財團法人婦幼保健診所,4,診所,50,\N,\N,臺北市大安區復興南路1段285號9樓,2,27056156,3.5,2
891,3701028036,泰樺美學牙醫診所,4,診所,50,\N,\N,臺北市大安區復興南路1段287號5樓之1,2,27061128,5,14
892,4201020022,中華民國防癌篩檢中心醫療財團法人,4,診所,\N,\N,\N,臺北市大安區復興南路1段287號7樓之1,2,27014936,\N,0
893,3701026872,極緻美學牙醫診所,4,診所,\N,\N,\N,臺北市大安區復興南路1段305號、303號2樓,2,2701-7600,4.7,83
894,350102G127,木木日安皮膚專科診所,4,診所,200,\N,\N,臺北市大安區復興南路1段81號1樓及79巷2號2樓之3,2,27787178,5,233
895,3701023933,群容牙醫診所,4,診所,100,\N,\N,臺北市大安區復興南路1段90號2樓之2,2,27113423,4,14
896,3701022945,安德牙醫診所,4,診所,150,150,\N,臺北市大安區復興南路1段92－4號1樓,2,27513978,4.4,23
897,3701022749,立祥牙醫診所,4,診所,150,\N,\N,臺北市大安區復興南路2段110號,2,27008143,5,16
898,3801022161,杏福中醫診所,4,診所,100,\N,\N,臺北市大安區復興南路2段131號,2,27551587,4.8,10
899,3501027704,楷鈞診所,4,診所,200,\N,\N,臺北市大安區復興南路2段139號3樓,2,27091188,4.9,105
900,3701026845,嘉士美牙醫診所,4,診所,100,\N,健保自負額 $50 +門診掛號費 $100 共$150,臺北市大安區復興南路2段148巷35號,2,27075166,4.4,20
901,3701026881,世旻牙醫診所,4,診所,\N,\N,\N,臺北市大安區復興南路2段151巷13號,2,27081398,4,6
902,3501020161,劉耳鼻喉科診所,4,診所,150,\N,\N,臺北市大安區復興南路2段151巷27號、27之1號,2,27546060,4.7,213
903,3701026354,月馨牙醫診所,4,診所,150,\N,\N,臺北市大安區復興南路2段151巷31號,2,27554237,4,7
904,3701028072,怡登牙醫診所,4,診所,100,\N,\N,臺北市大安區復興南路2段151巷39號,2,77306755,4.7,472
905,3701021411,宗聖牙醫診所,4,診所,100,\N,牙周,臺北市大安區復興南路2段151巷8之1號,2,27098860,5,3
906,3501026716,大安耳鼻喉科診所,4,診所,100,\N,\N,臺北市大安區復興南路2段163號,2,27005855,3.5,76
907,3801023015,京禾中醫診所,4,診所,150,\N,\N,臺北市大安區復興南路2段173之1號2樓,2,27099566,4.4,54
908,350102B300,光慧診所,4,診所,150,\N,\N,臺北市大安區復興南路2段176號,2,27555627,4,55
909,3701023577,復興牙醫診所,4,診所,100,150,\N,臺北市大安區復興南路2段180巷8號1樓,2,27013053,4.3,15
910,3701020790,愛育牙醫診所,4,診所,100,\N,1050301掛號費更改為100元,臺北市大安區復興南路2段193巷7號,2,27059704,4.7,67
911,3501027213,永誠復健科診所,4,診所,150,\N,+部分負擔50元,臺北市大安區復興南路2段236號2樓,2,27071608,3.9,82
912,3701027191,磐石牙醫診所,4,診所,200,\N,\N,臺北市大安區復興南路2段283號8樓,2,27059402,3.9,12
913,3701020049,吳致毅牙醫診所,4,診所,50,\N,\N,臺北市大安區復興南路2段292號2樓,2,27358399,1,3
914,3701027244,西雅圖牙醫診所,4,診所,100,\N,\N,臺北市大安區復興南路2段302號、302號2樓,2,27326565,4,49
915,3701021215,大勝牙醫診所,4,診所,100,\N,\N,臺北市大安區復興南路2段320號,2,27360911,4.6,11
916,3801020694,吉辰中醫診所,4,診所,110,\N,2天$160元 3-5天$180元 6-7天$200元 以上含掛號費和藥費及自付額,臺北市大安區復興南路2段321號1樓,2,27382324,4.7,43
917,3501029619,宇寧身心診所,4,診所,300,\N,\N,臺北市大安區復興南路2段6號3樓,2,27080706,3.3,48
918,3701027011,亞典牙醫診所,4,診所,150,\N,\N,臺北市大安區復興南路2段82號2樓之1、84號2樓,2,27081132,4.8,214
919,350102E534,天美診所,4,診所,150,500,\N,臺北市大安區復興南路2段82號3樓,2,27002698,4.8,10
920,3701022329,當代牙醫診所,4,診所,100,\N,\N,臺北市大安區復興南路2段88號4樓,2,27014248,4.5,154
921,3501025246,窈窕診所,4,診所,100,\N,春節期間全部停診,臺北市大安區復興南路2段8號2樓,2,27096458,4.2,30
922,3701028241,渥爾牙醫診所,4,診所,100,\N,\N,臺北市大安區復興南路2段8號4樓,2,23250366,3.9,15
923,3501022138,頂好林耳鼻喉科診所,4,診所,150,\N,\N,臺北市大安區敦化南路1段160巷50號1樓,2,27783142,4.1,200
924,3701028134,大馨牙醫診所,4,診所,150,\N,\N,臺北市大安區敦化南路1段180號2樓,2,27112169,4.3,12
925,3801024094,璽悅中醫診所,4,診所,150,\N,\N,臺北市大安區敦化南路1段184號5樓,2,27212880,4.2,17
926,3701027824,貝麗牙醫診所,4,診所,200,\N,\N,臺北市大安區敦化南路1段192號2樓之1,2,27788853,4.8,10
927,3501025988,鍾啟榮皮膚科診所,4,診所,150,\N,\N,臺北市大安區敦化南路1段200號3樓之1,2,27716767,4.2,70
928,350102F871,敦南諾貝爾眼科診所,4,診所,100,\N,\N,臺北市大安區敦化南路1段216號3樓,2,27400960,4.3,318
929,3701028045,舒麗爾牙醫診所,4,診所,200,\N,\N,臺北市大安區敦化南路1段216號5樓,2,27110717,4.9,129
930,3701028429,日亞美牙醫診所,4,診所,200,\N,\N,臺北市大安區敦化南路1段219號4樓,2,27713727,4.7,169
931,3701028438,嶺先牙醫診所,4,診所,150,\N,\N,臺北市大安區敦化南路1段228號3樓、9樓,2,27408528,4.8,90
932,3701028563,康禾牙醫診所,4,診所,150,\N,\N,臺北市大安區敦化南路1段228號6樓,2,27500067,5,20
933,3801023926,昇陽一品中醫診所,4,診所,100,\N,\N,臺北市大安區敦化南路1段236巷9號,2,87728286,4.9,215
934,3701028652,敦南麗緻牙醫診所,4,診所,100,\N,\N,臺北市大安區敦化南路1段252巷17號,2,27313456,4.5,292
935,3701028643,小小怡登兒童牙醫診所,4,診所,150,\N,\N,臺北市大安區敦化南路1段252巷24號1樓,2,77306850,4.8,15
936,350102D117,優爾視眼科診所,4,診所,150,\N,\N,臺北市大安區敦化南路1段283號2樓、2樓之1,2,27086609,4,111
937,3501022834,誠品診所,4,診所,150,\N,\N,臺北市大安區敦化南路1段317號1樓,2,27556012,2.5,2
938,3701023808,康萊牙醫診所,4,診所,100,\N,1/27-2/5休診,臺北市大安區敦化南路1段319號3樓,2,27008017,3.4,5
939,3501020910,大安林內科診所,4,診所,100,\N,\N,臺北市大安區敦化南路1段321號5樓,2,27083703,4.9,14
940,350102F835,信德診所,4,診所,150,\N,\N,臺北市大安區敦化南路1段362號5樓、5樓之1,2,27019055,4.9,105
941,3501028701,陳峙仰診所,4,診所,250,\N,\N,臺北市大安區敦化南路1段376號4樓之1,2,27542658,2.6,59
942,350102E838,敦力診所,4,診所,150,\N,\N,臺北市大安區敦化南路2段164號2樓、2樓之1、之2、之3,2,87325678,4.3,28
943,3501025380,家安復健科診所,4,診所,150,\N,\N,臺北市大安區敦化南路2段168及170號地下1樓,2,27353710,3.1,25
944,3501025719,尖端診所,4,診所,50,\N,\N,臺北市大安區敦化南路2段168號11樓,2,23789734,\N,0
945,3701027262,舊金山牙醫診所,4,診所,100,\N,\N,臺北市大安區敦化南路2段168號3樓,2,27328696,4.6,11
946,3701023657,幸園全方位牙醫診所,4,診所,50,\N,\N,臺北市大安區敦化南路2段174號2樓,2,27328886,4.6,66
947,3501029780,敦平診所,4,診所,150,\N,\N,臺北市大安區敦化南路2段333、335號3樓,2,27392029,\N,0
948,3501029771,富霖診所,4,診所,150,\N,\N,臺北市大安區敦化南路2段333、335號4樓,2,27392029,4.1,917
949,3501029888,春暘診所,4,診所,150,\N,春節連續假期期間均未提供看診服務,臺北市大安區敦化南路2段46號16樓,2,27019586,4.2,46
950,3501026396,周大中婦產科診所,4,診所,150,\N,\N,臺北市大安區敦化南路2段46號2樓,2,27552757,4.4,108
951,3801023079,靖妃中醫診所,4,診所,150,\N,\N,臺北市大安區敦化南路2段63巷58號,2,27042328,3.4,29
952,4001020019,基督復臨安息日會醫療財團法人臺安診所,4,診所,\N,\N,\N,臺北市大安區敦化南路2段76號11樓、之1、之2、之3,2,27002899,2.3,3
953,3701022338,長青牙醫診所,4,診所,50,\N,\N,臺北市大安區敦化南路2段88號及86號2樓之2,2,27093089,4.5,140
954,3801024389,家中醫診所,4,診所,200,\N,\N,臺北市大安區雲和街38之1號2樓,2,23622066,5,4
955,3701020638,建豐牙醫診所,4,診所,100,\N,\N,臺北市大安區雲和街76－1號1樓,2,23632917,4.1,8
956,3701022641,仁本牙醫診所,4,診所,100,\N,\N,臺北市大安區新生南路1段137巷17號,2,27032655,4.6,12
957,3701025768,誠安牙醫診所,4,診所,\N,\N,\N,臺北市大安區新生南路1段145巷17號,2,27096701,4.9,11
958,350102F657,藏琢診所,4,診所,150,\N,\N,臺北市大安區新生南路1段161巷37號,2,27848588,4.8,433
959,350102C889,佳立得耳鼻喉科診所,4,診所,150,\N,\N,臺北市大安區新生南路1段165巷1號,2,27847399,4.9,287
960,3701025679,潘國輝牙醫診所,4,診所,200,\N,\N,臺北市大安區新生南路1段95號2樓,2,27732777,4.3,12
961,3701028527,大安丰采美學牙醫診所,4,診所,150,\N,\N,臺北市大安區新生南路2段18號,2,23972099,5,150
962,3801023033,德恩中醫診所,4,診所,100,\N,\N,臺北市大安區新生南路2段2號2樓之4,2,23979951,5,21
963,3501028416,鼎心診所,4,診所,150,\N,.心臟科-250,臺北市大安區新生南路2段2號2樓之5,2,23279188,3.5,81
964,3801024138,漢補世家中醫診所,4,診所,200,\N,\N,臺北市大安區新生南路2段80號、80之1號,2,23579111,4.8,146
965,3501027679,聯合整形外科診所,4,診所,100,\N,\N,臺北市大安區新生南路2段8號2樓,2,23942333,4.3,48
966,350102B364,禾馨新生婦幼診所,4,診所,200,\N,\N,臺北市大安區新生南路3段2號、2號2樓、2號3樓,2,23682333,4.3,1103
967,350102C576,小禾馨小兒專科診所,4,診所,200,\N,\N,臺北市大安區新生南路3段4號,2,23698833,3.9,104
968,3501022478,大學眼科診所,4,診所,200,\N,特定對象掛號優免請洽櫃台,臺北市大安區新生南路3段54之3號、54巷2號2樓及2樓之1,2,23688055,3.9,373
969,3701026783,永峰台北牙醫診所,4,診所,100,\N,\N,臺北市大安區新生南路3段7－1號,2,23690001,4.8,67
970,3701027459,佳醫誠樂牙醫診所,4,診所,150,\N,國定假日視狀況休診,臺北市大安區新生南路3段98號5樓,2,23631646,4.4,144
971,3701027664,誠悅牙醫診所,4,診所,150,\N,國定假日視狀況休診,臺北市大安區新生南路3段98號6樓,2,23631699,4,71
972,3701022276,童安牙醫診所,4,診所,100,\N,\N,臺北市大安區溫州街11巷10號1樓,2,23919725,5,5
973,3701022589,華成牙醫診所,4,診所,100,100,春節期間2/14-2/18休假,臺北市大安區溫州街11巷2號,2,23652139,3.4,5
974,3701023031,經典牙醫診所,4,診所,50,\N,\N,臺北市大安區溫州街47號1樓,2,23690123,4.7,19
975,3801022438,瑞康中醫診所,4,診所,100,\N,殘障.65歲以上老人收掛號費50元,臺北市大安區瑞安街208巷24弄12號,2,27080053,4,43
976,3801024405,葉姿麟中醫診所,4,診所,100,\N,\N,臺北市大安區瑞安街23巷14號,2,27019966,5,12
977,3701023111,弘全牙醫診所,4,診所,150,250,星期一至星期六上午為約診,臺北市大安區瑞安街280號,2,27029539,\N,0
978,3701021911,磊磊牙醫診所,4,診所,100,\N,\N,臺北市大安區瑞安街65號,2,27090987,5,23
979,3701023844,童兆鯤牙醫診所,4,診所,100,\N,1/31~2/10休診,臺北市大安區樂利路11巷24號,2,27398138,4.4,7
980,3701020094,天仁牙醫診所,4,診所,100,\N,\N,臺北市大安區樂利路38號,2,27363926,5,1
981,3701027977,踏石牙醫診所,4,診所,100,\N,\N,臺北市大安區樂利路42巷2號,2,87326633,5,42
982,3501022610,陳建銓耳鼻喉科診所,4,診所,200,\N,\N,臺北市大安區樂利路93號1樓,2,27365811,4.3,92
983,3501029593,聖侯診所,4,診所,100,200,\N,臺北市大安區樂業街139號,2,27350220,4.5,46
984,3801023999,樂業中醫診所,4,診所,100,\N,\N,臺北市大安區樂業街59號,2,87322199,4.9,51
985,3801020078,鴻安中醫診所,4,診所,50,\N,\N,臺北市大安區樂業街78號,2,27321191,3.5,6
986,3701027799,璞心牙醫診所,4,診所,\N,\N,\N,臺北市大安區潮州街41號,2,23916608,3.7,10
987,3701023700,常榮牙醫診所,4,診所,100,\N,1/27-2/1休診,臺北市大安區潮州街59巷1－1號,2,23910811,4.9,62
988,3801023426,昇陽中醫診所,4,診所,100,\N,\N,臺北市大安區潮州街85號、金山南路2段148號2樓之1,2,33936980,4.9,426
989,3701026523,祥仁牙醫診所,4,診所,100,\N,\N,臺北市大安區濟南路3段17之1號,2,27316338,3.2,27
990,3701027959,宣品牙醫診所,4,診所,200,\N,\N,臺北市大安區濟南路3段33號,2,27783872,3.4,27
991,3701022883,三上牙醫診所,4,診所,150,\N,3歲以下為100元,臺北市大安區羅斯福路2段105號2樓,2,23696699,4.2,25
992,3701027922,錠珹牙醫診所,4,診所,\N,\N,\N,臺北市大安區羅斯福路2段105號2樓之1,2,23690011,4.6,43
993,3801024281,古亭京都堂中醫診所,4,診所,100,\N,\N,臺北市大安區羅斯福路2段115號（實際營業地址：1樓、2樓）,2,23652700,4.9,258
994,3501023359,李婦產科診所,4,診所,150,\N,初診$300(部分負擔$50),臺北市大安區羅斯福路2段41號8樓之1,2,23218879,4.1,30
995,3801024101,鄭振鴻中醫診所,4,診所,200,\N,\N,臺北市大安區羅斯福路2段49號4樓,2,33222130,4.6,20
996,3701026452,尚品牙醫診所,4,診所,100,\N,\N,臺北市大安區羅斯福路2段79－1號2樓,2,23628288,3.1,77
997,3701026336,惠群牙醫診所,4,診所,100,\N,"110年連假時段 2/10~2/16, 2/28~3/1, 4/1~4/4, 6/13~6/14, 9/19~9/21, 10/10~10/11 休診",臺北市大安區羅斯福路2段79號5樓之4、5樓之5,2,23689595,5,22
998,3701028698,羅福牙醫診所,4,診所,100,\N,\N,臺北市大安區羅斯福路2段81巷1號1樓、1號2樓,2,23625760,3.2,55
999,350102D519,超越復健診所,4,診所,150,\N,\N,臺北市大安區羅斯福路2段81巷1號3、4、5樓,2,23620233,3.2,168
1000,3701023166,祥齡牙醫診所,4,診所,100,\N,無急診,臺北市大安區羅斯福路2段99號1樓,2,23661717,3.8,17
1001,3701020156,龍泉牙醫診所,4,診所,50,\N,\N,臺北市大安區羅斯福路3段117號,2,23623451,4.2,43
1002,3701020709,上鵬牙醫診所,4,診所,100,\N,\N,臺北市大安區羅斯福路3段149號2樓－2,2,23622558,4.1,14
1003,3701024270,亞德牙醫診所,4,診所,150,\N,\N,臺北市大安區羅斯福路3段171號3樓,2,23621177,4.8,223
1004,3501022727,葉明憲小兒科診所,4,診所,150,\N,"例假日及國訂假日就診,歡迎洽詢0933-090-809",臺北市大安區羅斯福路3段191號2樓,2,23691688,4.1,22
1005,3501023457,皇家診所,4,診所,\N,\N,無急診,臺北市大安區羅斯福路3段227號10樓,2,23691450,5,2
1006,3701020316,保仁牙醫診所,4,診所,150,\N,\N,臺北市大安區羅斯福路3段227號3樓,2,23632401,4.5,28
1007,3701020585,翔麟牙醫診所,4,診所,100,\N,\N,臺北市大安區羅斯福路3段241號2樓2樓之1,2,23639370,3.9,37
1008,3501022754,羅斯福診所,4,診所,\N,\N,洗腎中心正常看診(星期日休診),臺北市大安區羅斯福路3段253號2樓，2樓之1，2樓之3,2,23694964,5,4
1009,3501025077,陳惠章婦產科家庭醫學科診所,4,診所,150,150,\N,臺北市大安區羅斯福路3段261號2樓,2,83695026,4,45
1010,3501028774,王群光自然診所,4,診所,200,\N,\N,臺北市大安區羅斯福路3段271號10樓,2,23671086,4.3,72
1011,3501025764,滿意婦產科診所,4,診所,150,\N,\N,臺北市大安區羅斯福路3段271號3樓及3樓之1,2,23659191,4.2,198
1012,3701027637,郭儒銓牙醫診所,4,診所,100,\N,\N,臺北市大安區羅斯福路3段273號2樓,2,23673888,3.2,782
1013,3801024361,康禾中醫診所,4,診所,150,\N,\N,臺北市大安區羅斯福路3段275號2樓、2樓之1,2,23630363,4.8,103
1014,3701022310,保順牙醫診所,4,診所,50,\N,\N,臺北市大安區羅斯福路3段283巷13號,2,23635273,5,17
1015,350102A009,主愛心靈診所,4,診所,150,\N,\N,臺北市大安區羅斯福路3段283巷14弄6號,2,23651224,4.3,30
1016,3801022969,一嚴堂中醫診所,4,診所,200,\N,\N,臺北市大安區羅斯福路3段283巷7弄8號,2,23688816,4.7,44
1017,3801022036,李穎哲中醫診所,4,診所,150,\N,\N,臺北市大安區羅斯福路3段297之2號2樓,2,23661235,4.2,5
1018,3801024236,佑昌中醫診所,4,診所,150,\N,\N,臺北市大安區羅斯福路3段29號2樓、2樓之1,2,23625866,4.6,17
1019,350102B793,蔡凱宙自然骨科診所,4,診所,150,\N,\N,臺北市大安區羅斯福路3段309號4樓之3,2,23691055,2.7,76
1020,3801022978,全德中醫診所,4,診所,100,\N,\N,臺北市大安區羅斯福路3段37號3樓,2,23682482,4.1,62
1021,3701028296,品口牙醫診所,4,診所,100,100,\N,臺北市大安區羅斯福路3段61號3樓,2,33651789,\N,0
1022,2401020024,國立台灣大學保健中心,4,診所,100,\N,\N,臺北市大安區羅斯福路4段1號,2,33662155,4,124
1023,3501028210,博安家庭醫學科診所,4,診所,150,\N,請於休診前十分鐘報到掛號,臺北市大安區麗水街3號,2,23567066,4.3,63
1024,3701026130,小太陽牙醫診所,4,診所,150,\N,\N,臺北市大安區麗水街6－1號3樓,2,23570908,3.8,33
1025,3701023460,德美牙醫診所,4,診所,150,150,\N,臺北市大安區麗水街8號2樓,2,33433141,4,10
1026,3801102315,益曼中醫診所,4,診所,100,\N,\N,臺北市中山區一江街31之1號,2,25363322,4.3,173
1027,3501106988,長安內外科診所,4,診所,100,150,\N,臺北市中山區八德路2段259號,2,2711-1000,4,67
1028,3701100426,傅牙醫診所,4,診所,100,\N,\N,臺北市中山區八德路2段297號,2,27716701,4.8,33
1029,3501100182,中崙聯合診所,4,診所,150,\N,\N,臺北市中山區八德路2段303號1樓、305號307號1及2樓,2,27711501,4.3,40
1030,3701103758,景福牙醫診所,4,診所,100,\N,\N,臺北市中山區八德路2段333號,2,27817602,3.9,14
1031,3701103052,嚴牙醫診所,4,診所,150,\N,\N,臺北市中山區大直街34巷14號,2,25339478,4.3,66
1032,3701100668,張永恭牙醫診所,4,診所,100,\N,\N,臺北市中山區中山北路1段104號,2,25713725,5,1
1033,3701103374,張文乾牙醫診所,4,診所,150,\N,星期五、六為隔週休,臺北市中山區中山北路1段58號3樓,2,25114264,5,14
1034,3701105770,安貝牙醫診所,4,診所,100,\N,國定假日休診,臺北市中山區中山北路1段58號7樓,2,25613834,4.7,41
1035,3801102566,宏品中醫診所,4,診所,100,\N,國定假日未休診,臺北市中山區中山北路1段64號,2,25311942,4.5,42
1036,3501105936,怡仁診所,4,診所,100,\N,內科診所,臺北市中山區中山北路1段82號5樓,2,25815656,4.3,6
1037,3801102744,馥林中醫診所,4,診所,100,\N,週日休診,臺北市中山區中山北路1段82號6樓,2,25219238,4.9,237
1038,3801102762,集英中醫診所,4,診所,100,\N,國定假日休診,臺北市中山區中山北路2段116巷41號,2,25675077,4.7,15
1039,3501109078,虎林診所,4,診所,\N,\N,國定假日休診,臺北市中山區中山北路2段118號8樓,2,25670876,\N,0
1040,3501105856,思雲診所,4,診所,50,\N,\N,臺北市中山區中山北路2段137巷10號、地下室,2,25428825,4.3,7
1041,3501102953,鼎廬診所,4,診所,150,\N,\N,臺北市中山區中山北路2段137巷37號1樓,2,25613376,4.2,18
1042,3701105725,旭恩牙醫診所,4,診所,150,\N,國定假日休診,臺北市中山區中山北路2段153號1樓,2,25235180,4.6,55
1043,3501101385,王三郎婦產科診所,4,診所,150,\N,\N,臺北市中山區中山北路2段166號－2,2,25948759,4.1,35
1044,3501106102,中山民權王耳鼻喉科診所,4,診所,200,\N,\N,臺北市中山區中山北路2段166號之2,2,25948758,4.9,26
1045,3701105627,爵世牙醫診所,4,診所,100,\N,\N,臺北市中山區中山北路2段179號（實際開業樓層：1層及2層）,2,25911598,4.9,505
1046,3701104942,北歐牙醫診所,4,診所,100,\N,\N,臺北市中山區中山北路2段28－1號2樓,2,25233363,4.6,19
1047,3501104546,雅得麗生活診所,4,診所,100,\N,\N,臺北市中山區中山北路2段33號3樓,2,25239915,4.3,29
1048,3701105298,晶點牙醫診所,4,診所,150,\N,\N,臺北市中山區中山北路2段39巷10號2樓、2樓之1,2,25712576,4.9,18
1049,3701103347,常青牙醫診所,4,診所,100,\N,\N,臺北市中山區中山北路2段39巷2號3樓,2,25639787,\N,0
1050,3501106666,微煦心靈診所,4,診所,150,\N,\N,臺北市中山區中山北路2段39巷6號2樓之1,2,25312626,4.2,50
1051,3701103669,杏華牙醫診所,4,診所,100,\N,福保身份50元,臺北市中山區中山北路2段50巷45號,2,25214026,4.5,154
1052,3501101214,陳眼科診所,4,診所,100,\N,\N,臺北市中山區中山北路2段59－1號2樓,2,25119088,2.5,109
1053,3701104988,悠植牙醫診所,4,診所,100,\N,1/23-1/29農曆春節休診,臺北市中山區中山北路2段59巷11號（1樓）,2,25031616,3.6,27
1054,3701103169,品維牙醫診所,4,診所,100,\N,\N,臺北市中山區中山北路2段59巷1號2樓,2,25235848,4.7,27
1055,3701101290,永固牙醫診所,4,診所,150,\N,\N,臺北市中山區中山北路2段59巷56號,2,25110161,4.8,223
1056,3701103516,２１世紀牙醫診所,4,診所,150,\N,最後約診時間18:00,臺北市中山區中山北路2段65巷9－1號1樓,2,21002122,4,16
1057,3501101492,李義男婦產科診所,4,診所,200,300,國定假日僅看上午診,臺北市中山區中山北路2段71號4樓,2,25361158,4.1,75
1058,3701105618,義美牙醫診所,4,診所,100,\N,\N,臺北市中山區中山北路2段71號4樓,2,25611288,3.9,8
1059,3701100015,承正牙醫診所,4,診所,100,\N,\N,臺北市中山區中山北路2段77巷2號3樓,2,25518214,3.4,10
1060,3701102582,天心牙醫診所,4,診所,100,\N,部分負擔+50,臺北市中山區中山北路2段77巷39號,2,25315846,4.5,52
1061,3501109014,美麗晶華診所,4,診所,100,\N,國定假日休診,臺北市中山區中山北路2段81之2號（實際營業樓層：1層、2層,2,25232313,4.5,142
1062,3501105221,澄心診所,4,診所,200,350,夜診(複診) 250元 初診不分時段一律 350元.,臺北市中山區中山北路2段82號2樓,2,25230480,"3.5
",53
1063,3701101030,中二牙醫診所,4,診所,100,\N,請預約看診,臺北市中山區中山北路2段84巷1號3樓,2,25637402,\N,0
1064,3701103749,簡富堅牙醫診所,4,診所,50,\N,\N,臺北市中山區中山北路2段96巷27號－1,2,25410685,4,19
1065,3801102002,禾儒中醫診所,4,診所,200,\N,\N,臺北市中山區中山北路2段98號（實際開業樓層：2、3樓）,2,25671380,4.5,23
1066,3701104193,春風牙醫診所,4,診所,\N,\N,\N,臺北市中山區中山北路2段99號9樓、9樓之2,2,25236570,4.2,53
1067,3701105038,簡雅緻牙醫診所,4,診所,150,\N,\N,臺北市中山區中山北路2段9號2樓、2樓之1、2樓之2,2,25238553,4.2,49
1068,3701102108,瑞祥牙醫診所,4,診所,\N,\N,\N,臺北市中山區中原街151號,2,25978818,4.9,274
1069,3701100088,隆昌牙醫診所,4,診所,150,\N,\N,臺北市中山區中原街48號2樓,2,25210320,4.4,8
1070,3801100688,有聲中醫診所,4,診所,100,\N,\N,臺北市中山區中原街50號,2,25603773,4.8,9
1071,3801102780,濱江中醫診所,4,診所,150,\N,國定假日休診,臺北市中山區五常街53巷30之2號,2,25158919,5,6
1072,3501101769,林錦祥耳鼻喉科診所,4,診所,150,\N,"上午診(9:00~12:00), 下午診(16:00~18:00), 晚診(18:30~21:00)",臺北市中山區五常街91號,2,25053069,4,19
1073,3501106059,黃偉俐診所,4,診所,200,\N,\N,臺北市中山區天津街37號2樓,2,25114123,3.8,144
